"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"93.259","Rural Access to Emergency Devices Grant","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS","7/9/2010 8:24","1/1/2002 0:00"
"93.260","Family Planning_Personnel Training","Department of Health and Human Services / Office of Population Affairs","B - PROJECT GRANTS","9/12/2008 0:00","1/1/1990 0:00"
"93.262","Occupational Safety and Health Program","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Project Grants, M - Training","7/16/2010 8:09","1/1/1990 0:00"
"93.264","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services / Health Resources and Services Administration","E - Direct Loans","7/1/2010 15:17","1/1/2003 0:00"
"93.265","Comprehensive Geriatric Education Program(CGEP)","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS","7/2/2010 10:19","1/1/2003 0:00"
"93.266","Rapid Expansion of Antiretroviral Therapy Programs for HIV-Infected Persons in Selected Countries in Africa and the Caribbean Under the President's Emergency Plan for AIDS Relief","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements","7/12/2010 8:34","1/1/2004 0:00"
"93.267","State Grants for Protection and Advocacy Services","Department of Health and Human Services / Health Resources and Services Administration","A - FORMULA GRANTS","7/9/2010 8:27","1/1/2004 0:00"
"93.268","Immunization Grants","Department of Health and Human Services / Centers for Disease Control and Prevention","B - PROJECT GRANTS","9/22/2010 7:29","1/1/1990 0:00"
"93.269","Complex Humanitarian Emergency and War-Related Injury Public Health Activities","Department of Health and Human Services / Centers for Disease Control and Prevention","B - PROJECT GRANTS","7/16/2010 8:10","1/1/2008 0:00"
"93.270","Adult Viral Hepatitis Prevention and Control","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","9/22/2010 7:29","1/1/2008 0:00"
"93.273","Alcohol Research Programs","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","9/19/2010 20:28","1/1/1990 0:00"
"93.275","Substance Abuse and Mental Health Services-Access to Recovery","Department of Health and Human Services / Substance Abuse and Mental Health Services Administration","B - Project Grants (Discretionary)","9/20/2010 11:06","1/1/2004 0:00"
"93.276","Drug-Free Communities Support Program Grants","Department of Health and Human Services / Substance Abuse and Mental Health Services Administration","B - PROJECT GRANTS","8/9/2010 8:20","1/1/2004 0:00"
"93.279","Drug Abuse and Addiction Research Programs","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS, M - TRAINING","7/9/2010 11:29","1/1/1990 0:00"
"93.280","National Institutes of Health Loan Repayment Program for Clinical Researchers","Department of Health and Human Services / National Institutes of Health","C - Direct Payments for Specified Use","9/19/2010 20:36","1/1/2003 0:00"
"93.281","Mental Health Research Career/Scientist Development Awards","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","7/9/2010 11:52","1/1/1990 0:00"
"93.282","Mental Health National Research Service Awards for Research Training","Department of Health and Human Services / National Institutes of Health","M - Training","7/9/2010 12:01","1/1/1990 0:00"
"93.283","Centers for Disease Control and Prevention_Investigations and Technical Assistance","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","9/22/2010 7:29","1/1/1990 0:00"
"93.284","Injury Prevention Program for American Indians and Alaskan Natives_Cooperative Agreements","Department of Health and Human Services / Indian Health Service","B - Cooperative Agreements","7/8/2010 8:17","1/1/2000 0:00"
"93.285","National Institutes of Health Pediatric Research Loan Repayment Program","Department of Health and Human Services / National Institutes of Health","C - DIRECT PAYMENTS FOR A SPECIFIED USE","11/30/2009 7:17","1/1/2004 0:00"
"93.286","Discovery and Applied Research for Technological Innovations to Improve Human Health","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","7/15/2010 11:28","1/1/2002 0:00"
"93.288","National Health Service Corps Scholarship Program","Department of Health and Human Services / Health Resources and Services Administration","C - DIRECT PAYMENTS FOR A SPECIFIED USE","7/1/2010 15:18","1/1/1990 0:00"
"93.289","President's Council on Fitness, Sports, and Nutrition","Department of Health and Human Services / President's Council on Physical Fitness and Sports","K - ADVISORY SERVICES AND COUNSELING","9/7/2010 18:35","1/1/1990 0:00"
"93.290","National Community Centers of Excellence in Women's Health","Department of Health and Human Services / Office of the Secretary","B - PROJECT GRANTS","9/29/2008 0:00","1/1/2000 0:00"
"93.291","Surplus Property Utilization","Department of Health and Human Services / Program Support Center","H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS","6/23/2010 7:46","1/1/1990 0:00"
"93.294","Mentoring Partnership Program - Protege","Department of Health and Human Services / Office of the Secretary","B - PROJECT GRANTS","11/7/2008 0:00","1/1/2006 0:00"
"93.295","Intergenerational Approaches to HIV/AIDS Prevention Education with Women across The Lifespan Pilot Program","Department of Health and Human Services / Office of the Secretary","B - PROJECT GRANTS","11/7/2008 0:00","1/1/2006 0:00"
"93.296","State Partnership Grant Program to Improve Minority Health","Department of Health and Human Services / Office of the Secretary","B - PROJECT GRANTS","9/12/2008 0:00","1/1/2006 0:00"
"93.297","Teenage Pregnancy Prevention Program","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements","4/1/2010 18:56","4/1/2010 18:56"
"93.300","National Center for Health Workforce Analysis","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements","7/13/2010 13:53","1/1/2002 0:00"
"93.301","Small Rural Hospital Improvement Grant Program","Department of Health and Human Services / Health Resources and Services Administration","B - PROJECT GRANTS","7/9/2010 11:29","1/1/2002 0:00"
"93.303","Nursing Scholarship Program","Department of Health and Human Services / Health Resources and Services Administration","C - DIRECT PAYMENTS FOR A SPECIFIED USE","7/2/2010 10:19","1/1/2007 0:00"
"93.307","Minority Health and Health Disparities Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","9/19/2010 20:36","11/23/2009 13:12"
"93.308","Extramural Loan Repayment for Individuals from Disadvantaged Backgrounds Conducting Clinical Research","Department of Health and Human Services / National Institutes of Health","C - Direct Payments for Specified Use","9/19/2010 20:37","11/23/2009 13:12"
"93.310","Trans-NIH Research Support","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS, M - TRAINING","7/15/2010 11:29","1/1/2006 0:00"
"93.338","Foreign Public Health Construction","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Project Grants","8/4/2010 8:04","8/4/2010 8:04"
"93.342","Health Professions Student Loans, Including Primary Care Loans/Loans for Disadvantaged Students","Department of Health and Human Services / Health Resources and Services Administration","E - DIRECT LOANS","7/1/2010 15:18","1/1/1990 0:00"
"93.358","Advanced Nursing Education Traineeships","Department of Health and Human Services / Health Resources and Services Administration","A - Formula Grants","7/1/2010 15:19","1/1/1990 0:00"
"93.359","Nurse Education, Practice and Retention Grants","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements, B - Project Grants","7/1/2010 15:19","1/1/1990 0:00"
"93.360","Biomedical Advanced Research and Development Authority (BARDA), Biodefense Medical Countermeasure Development","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements (Discretionary Grants), B - Project Grants (Discretionary)","5/11/2010 14:29","5/11/2010 14:29"
"93.361","Nursing Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","9/19/2010 20:38","1/1/1990 0:00"
"93.364","Nursing Student Loans","Department of Health and Human Services / Health Resources and Services Administration","E - DIRECT LOANS","7/1/2010 15:20","1/1/1990 0:00"
"93.365","Sickle Cell Treatment Demonstration Program","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements","7/2/2010 10:20","1/1/2006 0:00"
"93.389","National Center for Research Resources","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","7/9/2010 13:36","1/1/1990 0:00"
"93.393","Cancer Cause and Prevention Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","7/9/2010 11:30","1/1/1990 0:00"
"93.394","Cancer Detection and Diagnosis Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","7/9/2010 11:32","1/1/1990 0:00"
"93.395","Cancer Treatment Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","7/9/2010 11:33","1/1/1990 0:00"
"93.396","Cancer Biology Research","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","7/9/2010 11:36","1/1/1990 0:00"
"93.397","Cancer Centers Support Grants","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","7/9/2010 11:41","1/1/1990 0:00"
"93.398","Cancer Research Manpower","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","7/9/2010 11:43","1/1/1990 0:00"
"93.399","Cancer Control","Department of Health and Human Services / National Institutes of Health","B - PROJECT GRANTS","7/9/2010 11:48","1/1/1990 0:00"
"93.400","National Health Service Corps Scholarship Program","Department of Health and Human Services / Health Resources and Services Administration","C - Direct Payments for Specified Use","7/1/2010 15:21","5/22/2009 9:42"
"93.401","ARRA - National Health Service Corps Loan Repayment","Department of Health and Human Services / Health Resources and Services Administration","C - Direct Payments for Specified Use","7/13/2010 13:53","7/14/2009 10:39"
"93.402","ARRA - State Loan Repayment Program","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants, C - Direct Payments for Specified Use","9/16/2010 11:12","7/14/2009 10:41"
"93.403","ARRA Grants for Training in Primary Care Medicine and Dentistry Training and Enhancement","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/16/2010 8:10","7/15/2009 10:24"
"93.404","ARRA  Dental Public Health Residency Training Grants","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/16/2010 8:10","7/15/2009 11:17"
"93.405","ARRA - Public Health Traineeship Program","Department of Health and Human Services / Health Resources and Services Administration","A - Formula Grants","7/13/2010 13:54","7/16/2009 10:19"
"93.406","Nursing Education Loan Repayment Program (NELRP)","Department of Health and Human Services / Health Resources and Services Administration","C - Direct Payments for Specified Use","7/2/2010 10:25","5/22/2009 9:42"
"93.407","ARRA - Scholarships for Disadvantaged Students","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/13/2010 13:54","7/16/2009 10:21"
"93.408","ARRA - Nurse Faculty Loan Program","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/13/2010 13:54","7/16/2009 10:22"
"93.409","Faculty Loan Repayment Programs","Department of Health and Human Services / Health Resources and Services Administration","C - Direct Payments for Specified Use","7/2/2010 10:27","5/22/2009 9:42"
"93.410","ARRA  Licensure Portability Grant Program","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/13/2010 13:55","7/16/2009 10:31"
"93.411","ARRA  Equipment to Enhance Training for Health Professionals","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/13/2010 13:55","7/21/2009 11:21"
"93.412","ARRA - Preventive Medicine Residency Program","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants, M - Training","7/16/2010 8:11","7/16/2009 10:29"
"93.414","ARRA - State Primary Care Offices","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements","7/13/2010 13:55","7/16/2009 10:28"
"93.415","ARRA - Centers of Excellence","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/13/2010 13:56","7/16/2009 10:30"
"93.416","ARRA - Health Careers Opportunity Program","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/13/2010 13:56","7/17/2009 9:47"
"93.417","ARRA - Nursing Workforce Diversity","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/13/2010 13:56","7/17/2009 9:48"
"93.418","ARRA - Emergency Medical Services for Children","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/13/2010 13:57","9/23/2009 11:39"
"93.419","ARRA - Maternal and Child Health (MCH) Pediatric Research Network Program","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/13/2010 13:58","9/24/2009 11:03"
"93.420","ARRA - Community Health Applied Research Network","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements (Discretionary Grants), C - Direct Payments for Specified Use","7/13/2010 13:59","12/30/2009 14:51"
"93.440","National Project Management of the Healthcare Communities Knowledge Gateway","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements (Discretionary Grants)","7/14/2010 8:12","7/14/2010 8:12"
"93.441","Indian Self-Determination","Department of Health and Human Services / Indian Health Service","C - DIRECT PAYMENTS FOR A SPECIFIED USE","9/21/2010 14:08","1/1/2000 0:00"
"93.442","Special Diabetes Program for Indians (SDPI) Competitive Grant Program","Department of Health and Human Services / Indian Health Service","B - Cooperative Agreements","7/8/2010 8:22","1/1/2004 0:00"
"93.443","Health Promotion/Disease Prevention Program for American Indians and Alaska Natives","Department of Health and Human Services / Indian Health Service","B - PROJECT GRANTS","7/8/2010 8:47","1/1/2008 0:00"
"93.444","Tribal Self-Governance Program: Planning and Negotiation Cooperative Agreement","Department of Health and Human Services / Indian Health Service","B - Cooperative Agreements","7/8/2010 8:48","1/1/2008 0:00"
"93.445","Indian Health Service Sanitation Facilities Construction Program","Department of Health and Human Services / Indian Health Service","J - Provision of Specialized Services","7/8/2010 8:48","3/12/2010 12:24"
"93.448","Food Safety and Security Monitoring Project","Department of Health and Human Services / Food and Drug Administration","B - Cooperative Agreements","9/13/2010 12:02","1/1/2005 0:00"
"93.449","Ruminant Feed Ban Support Project","Department of Health and Human Services / Food and Drug Administration","B - Cooperative Agreements","7/13/2009 8:03","1/1/2005 0:00"
"93.451","The Linkage to Life Program: Rebuilding Broken Bridges for Minority Families Impacted by HIV/AIDS.","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements","7/29/2010 9:19","7/29/2010 9:19"
"93.452","Health Improvement for Re-entering Ex-offenders Initiative (HIRE) HIV/AIDS","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements","9/20/2010 10:22","9/20/2010 10:22"
"93.453","Coalition for a Healthier Community","Department of Health and Human Services / Office of the Secretary","B - Cooperative Agreements","9/20/2010 10:22","9/20/2010 10:22"
"93.500","Pregnancy Assistance Fund Program","Department of Health and Human Services / Office of the Secretary","B - Project Grants","5/10/2010 8:07","5/10/2010 8:07"
"93.501","Affordable Care Act (ACA) Grants for School-Based Health Center Capital Expenditures","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/2/2010 11:06","6/2/2010 11:30"
"93.502","Affordable Care Act (ACA) Infrastructure to Expand Access to Care","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","8/12/2010 10:13","6/2/2010 11:31"
"93.503","Affordable Care Act (ACA) Nursing and Home Health Aides Training Program","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","6/2/2010 11:32","6/2/2010 11:32"
"93.504","Affordable Care Act (ACA)  Family to Family Health Information Centers","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/1/2010 12:16","6/7/2010 8:13"
"93.505","Affordable Care Act (ACA) Maternal, Infant, and Early Childhood Home Visiting Program","Department of Health and Human Services / Health Resources and Services Administration","A - Formula Grants, B - Project Grants","7/12/2010 8:35","5/28/2010 17:26"
"93.506","ACA Nationwide Program for National and State Background Checks for Direct Patient Access Employees of Long Term Care Facilities and Providers","Department of Health and Human Services / Centers for Medicare and Medicaid Services","B - Project Grants","6/3/2010 14:18","6/3/2010 14:18"
"93.507","Strengthening Public Health Infrastructure for Improved Health Outcomes","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","9/22/2010 7:29","7/8/2010 8:49"
"93.508","Affordable Care Act (ACA) Tribal Maternal, Infant, and Early Childhood Home Visiting Program","Department of Health and Human Services / Administration for Children and Families","B - Project Grants","6/24/2010 16:20","6/24/2010 16:20"
"93.509","Affordable Care Act (ACA) State Health Care Workforce Development Grants","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/7/2010 7:37","6/16/2010 13:36"
"93.510","Affordable Care Act (ACA) Primary Care Residency Expansion Program","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","9/16/2010 11:14","6/16/2010 13:36"
"93.511","Affordable Care Act (ACA) Grants to States for Health Insurance Premium Review","Department of Health and Human Services / Office of the Secretary","B - Project Grants","6/4/2010 12:10","6/4/2010 12:10"
"93.512","Affordable Care Act (ACA) Personal and Home Care Aide State Training Program (PHCAST)","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","9/16/2010 11:14","6/16/2010 13:39"
"93.513","Affordable Care Act (ACA) Advanced Nursing Education Expansion Initiative","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/7/2010 7:38","6/16/2010 13:38"
"93.514","Affordable Care Act (ACA) Expansion of Physician Assistant Training Program","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","9/16/2010 11:14","6/16/2010 13:38"
"93.515","Affordable Care Act (ACA) Nurse-Managed Health Clinics","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","7/7/2010 7:39","6/16/2010 13:38"
"93.516","Affordable Care Act (ACA) Public Health Training Centers Program","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements","7/8/2010 10:13","7/8/2010 10:13"
"93.517","Affordable Care Act  Aging and Disability Resource Center","Department of Health and Human Services / Administration on Aging","B - Cooperative Agreements (Discretionary Grants)","7/9/2010 11:56","7/9/2010 11:56"
"93.518","93.518 - Affordable Care Act - Medicare Improvements for Patients and Providers","Department of Health and Human Services / Administration on Aging","A - Formula Grants, B - Project Grants","7/9/2010 12:08","7/9/2010 12:08"
"93.519","Affordable Care Act (ACA)  Consumer Assistance Program Grants","Department of Health and Human Services / Office of the Secretary","B - Project Grants","7/18/2010 22:58","7/13/2010 8:25"
"93.520","Centers for Disease Control and Prevention Affordable Care Act (ACA)  Communities Putting Prevention to Work","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","9/22/2010 7:29","7/21/2010 12:39"
"93.521","The Affordable Care Act:  Building Epidemiology, Laboratory, and Health Information Systems Capacity in the Epidemiology and Laboratory Capacity for Infectious Disease (ELC) and Emerging Infections Program (EIP) Cooperative Agreements","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","7/30/2010 15:42","7/30/2010 15:42"
"93.522","Affordable Care Act (ACA) Prevention Center for Healthy Weight","Department of Health and Human Services / Health Resources and Services Administration","B - Cooperative Agreements","7/12/2010 8:35","7/12/2010 8:35"
"93.523","The Affordable Care Act: Human Immunodeficiency Virus (HIV) Prevention and Public Health Fund Activities","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","7/21/2010 12:42","7/21/2010 12:42"
"93.524","The Affordable Care Act (ACA): Capacity Building Assistance to Strengthen Public Health Infrastructure and Performance","Department of Health and Human Services / Centers for Disease Control and Prevention","B - Cooperative Agreements","7/21/2010 12:42","7/21/2010 12:42"
"93.525","State Planning and Establishment Grants for the Affordable Care Act (ACA)s Exchanges","Department of Health and Human Services / Office of the Secretary","B - Project Grants","7/28/2010 19:51","7/28/2010 19:51"
"93.526","Affordable Care Act (ACA) Grants for Capital Development in Health Centers","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","8/31/2010 8:12","8/31/2010 8:12"
"93.527","Affordable Care Act (ACA) Grants for New and Expanded Services under the Health Center Program","Department of Health and Human Services / Health Resources and Services Administration","B - Project Grants","8/6/2010 12:22","8/6/2010 12:22"
"93.550","Transitional Living for Homeless Youth","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/18/2010 23:00","1/1/1990 0:00"
"93.551","Abandoned Infants","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/6/2010 14:37","1/1/1990 0:00"
"93.556","Promoting Safe and Stable Families","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS, B - PROJECT GRANTS","7/27/2010 11:38","1/1/1993 0:00"
"93.557","Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/6/2010 14:33","1/1/1999 0:00"
"93.558","Temporary Assistance for Needy Families","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:00","1/1/1997 0:00"
"93.560","Family Support Payments to States_Assistance Payments","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/6/2010 14:37","1/1/1992 0:00"
"93.563","Child Support Enforcement","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/15/2010 7:49","1/1/1992 0:00"
"93.564","Child Support Enforcement Research","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/15/2010 7:50","1/1/1992 0:00"
"93.566","Refugee and Entrant Assistance_State Administered Programs","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/6/2010 15:32","1/1/1992 0:00"
"93.567","Refugee and Entrant Assistance_Voluntary Agency Programs","Department of Health and Human Services / Administration for Children and Families","B - Cooperative Agreements","7/8/2010 8:49","1/1/1992 0:00"
"93.568","Low-Income Home Energy Assistance","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/12/2010 8:35","1/1/1992 0:00"
"93.569","Community Services Block Grant","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:01","1/1/1992 0:00"
"93.570","Community Services Block Grant_Discretionary Awards","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/18/2010 23:02","1/1/1992 0:00"
"93.575","Child Care and Development Block Grant","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/9/2010 12:14","1/1/1992 0:00"
"93.576","Refugee and Entrant Assistance_Discretionary Grants","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/6/2010 15:33","1/1/1992 0:00"
"93.579","U.S. Repatriation","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/6/2010 15:34","1/1/1992 0:00"
"93.581","Improving the Capability of Indian Tribal Governments to Regulate Environmental Quality","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/6/2010 15:35","1/1/1994 0:00"
"93.583","Refugee and Entrant Assistance_Wilson/Fish Program","Department of Health and Human Services / Administration for Children and Families","B - Cooperative Agreements","7/7/2010 7:42","1/1/1994 0:00"
"93.584","Refugee and Entrant Assistance_Targeted Assistance Grants","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/15/2010 7:50","1/1/1994 0:00"
"93.586","State Court Improvement Program","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/15/2010 7:50","1/1/1994 0:00"
"93.587","Promote the Survival and Continuing Vitality of Native American Languages","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/6/2010 15:38","1/1/1994 0:00"
"93.590","Community-Based Child Abuse Prevention Grants","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/2/2010 7:21","1/1/1995 0:00"
"93.591","Family Violence Prevention and Services/Grants For Battered Women's Shelters_Grants to State Domestic Violence Coalitions","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:02","1/1/1995 0:00"
"93.592","Family Violence Prevention and Services/Grants for Battered Women's Shelters_Discretionary Grants","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/18/2010 23:02","1/1/1995 0:00"
"93.593","Job Opportunities for Low-Income Individuals","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/18/2010 23:03","1/1/1995 0:00"
"93.594","Tribal Work Grants","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:03","1/1/1997 0:00"
"93.595","Welfare Reform Research, Evaluations and National Studies","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/2/2010 7:21","1/1/1997 0:00"
"93.596","Child Care Mandatory and Matching Funds of the Child Care and Development Fund","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:03","1/1/1997 0:00"
"93.597","Grants to States for Access and Visitation Programs","Department of Health and Human Services / Administration for Children and Families","B - Project Grants","7/18/2010 23:04","1/1/1997 0:00"
"93.598","Services to Victims of a Severe Form of Trafficking","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/16/2010 8:12","1/1/2001 0:00"
"93.599","Chafee Education and Training Vouchers Program (ETV)","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/7/2010 7:42","1/1/2003 0:00"
"93.600","Head Start","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/12/2010 8:36","1/1/1990 0:00"
"93.601","Child Support Enforcement Demonstrations and Special Projects","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/16/2010 8:12","1/1/1999 0:00"
"93.602","Assets for Independence Demonstration Program","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/7/2010 7:43","1/1/1999 0:00"
"93.603","Adoption Incentive Payments","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/7/2010 7:44","1/1/1999 0:00"
"93.604","Assistance for Torture Victims","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/2/2010 7:19","1/1/2000 0:00"
"93.605","Family Connection Grants","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/7/2010 7:44","1/1/2008 0:00"
"93.612","Native American Programs","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/18/2010 23:04","1/1/1990 0:00"
"93.613","President's Committee for People with Intellectual Disabilities (PCPID)","Department of Health and Human Services / Administration for Children and Families","L - Information","7/7/2010 7:51","1/1/1990 0:00"
"93.616","Mentoring Children of Prisoners","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/18/2010 23:05","1/1/2003 0:00"
"93.617","Voting Access for Individuals with Disabilities_Grants to States","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","6/23/2010 7:47","1/1/2003 0:00"
"93.618","Voting Access for Individuals with Disabilities-Grants for Protection and Advocacy Systems","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/2/2010 7:23","1/1/2003 0:00"
"93.623","Basic Center Grant","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/18/2010 23:05","1/1/1990 0:00"
"93.630","Developmental Disabilities Basic Support and Advocacy Grants","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/1/2010 12:15","1/1/1990 0:00"
"93.631","Developmental Disabilities Projects of National Significance","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/1/2010 12:17","1/1/1990 0:00"
"93.632","University Centers for Excellence in Developmental Disabilities Education, Research, and Service","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/1/2010 15:35","1/1/1990 0:00"
"93.643","Children's Justice Grants to States","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:05","1/1/1990 0:00"
"93.645","Child Welfare Services_State Grants","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/7/2010 7:52","1/1/1990 0:00"
"93.647","Social Services Research and Demonstration","Department of Health and Human Services / Administration for Children and Families","B - Project Grants","7/1/2010 12:16","1/1/1990 0:00"
"93.648","Child Welfare Research Training or Demonstration","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/18/2010 23:06","1/1/1990 0:00"
"93.652","Adoption Opportunities","Department of Health and Human Services / Administration for Children and Families","B - PROJECT GRANTS","7/7/2010 7:52","1/1/1990 0:00"
"93.658","Foster Care_Title IV-E","Department of Health and Human Services / Administration for Children and Families","A - Formula Grants, B - Project Grants","7/18/2010 23:06","1/1/1990 0:00"
"93.659","Adoption Assistance","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:07","1/1/1990 0:00"
"93.667","Social Services Block Grant","Department of Health and Human Services / Administration for Children and Families","A - FORMULA GRANTS","7/18/2010 23:07","1/1/1990 0:00"
